Orange_Cap_Winner,Orange_Cap_Runs,Purple_Cap_Winner,Purple_Cap_Wickets,Most_Consistent_Batsman,Highest_Average,Most_Aggressive_Batsman,Highest_Strike_Rate,Most_Economical_Bowler,Best_Economy_Rate,Century_Makers
Sai Sudharsan,759,Prasidh Krishna,25,Suryakumar Yadav,65.18,Nicholas Pooran,196.25,Jasprit Bumrah,6.67,6
