Avg_First_Innings,Avg_Second_Innings,Avg_Total_Score,Highest_Total,Lowest_Total,High_Scoring_Matches,Low_Scoring_Matches
190.54166666666666,174.01388888888889,364.55555555555554,528.0,193.0,23,6
